ALIM_CODE;FOOD_LABEL;indic_combl;LB;UB;MB;CONST_CODE;CONST_LABEL
1026;Sak� ou Alcool de riz;1;0;0;0;32480;saccharose_g
1026;Sak� ou Alcool de riz;1;0;0;0;33110;amidon_g
1026;Sak� ou Alcool de riz;0;0;0;0;34000;polyols_g
1026;Sak� ou Alcool de riz;0;0;0;0;34100;fibres_g
1026;Sak� ou Alcool de riz;0;0;0;0;40000;lipides_g
1026;Sak� ou Alcool de riz;0;0;0;0;40302;ags_g
1026;Sak� ou Alcool de riz;0;0;0;0;40303;agmi_g
1026;Sak� ou Alcool de riz;0;0;0;0;40304;agpi_g
1026;Sak� ou Alcool de riz;0;0;0;0;40400;ag_04_0_g
1026;Sak� ou Alcool de riz;0;0;0;0;40600;ag_06_0_g
1026;Sak� ou Alcool de riz;0;0;0;0;40800;ag_08_0_g
1026;Sak� ou Alcool de riz;0;0;0;0;41000;ag_10_0_g
1026;Sak� ou Alcool de riz;0;0;0;0;41200;ag_12_0_g
1026;Sak� ou Alcool de riz;0;0;0;0;41400;ag_14_0_g
1026;Sak� ou Alcool de riz;0;0;0;0;41600;ag_16_0_g
1026;Sak� ou Alcool de riz;0;0;0;0;41800;ag_18_0_g
1026;Sak� ou Alcool de riz;1;0;0;0;41819;ag_18_1_ole_g
1026;Sak� ou Alcool de riz;1;0;0;0;41826;ag_18_2_lino_g
1026;Sak� ou Alcool de riz;1;0;0;0;41833;ag_18_3_a_lino_g
1026;Sak� ou Alcool de riz;1;0;0;0;42046;ag_20_4_ara_g
1026;Sak� ou Alcool de riz;0;0;0;0;42053;ag_20_5_epa_g
1026;Sak� ou Alcool de riz;0;0;0;0;42263;ag_20_6_dha_g
1026;Sak� ou Alcool de riz;0;0;0;0;51200;retinol_mcg
1026;Sak� ou Alcool de riz;0;0;0;0;51330;beta_carotene_mcg
1026;Sak� ou Alcool de riz;0;0;0;0;52100;vitamine_d_mcg
1026;Sak� ou Alcool de riz;0;0;0;0;53100;vitamine_e_mg
1026;Sak� ou Alcool de riz;0;0;0;0;54101;vitamine_k1_mcg
1026;Sak� ou Alcool de riz;1;0;0;0;54104;vitamine_k2_mcg
1026;Sak� ou Alcool de riz;0;0;0;0;55100;vitamine_c_mg
1026;Sak� ou Alcool de riz;0;0;0;0;56100;vitamine_b1_mg
1026;Sak� ou Alcool de riz;0;0;0;0;56200;vitamine_b2_mg
1026;Sak� ou Alcool de riz;0;0;0;0;56310;vitamine_b3_mg
1026;Sak� ou Alcool de riz;1;0;0;0;56400;vitamine_b5_mg
1026;Sak� ou Alcool de riz;0;0;0;0;56500;vitamine_b6_mg
1026;Sak� ou Alcool de riz;0;0;0;0;56600;vitamine_b12_mcg
1026;Sak� ou Alcool de riz;0;0;0;0;56700;vitamine_b9_mcg
1026;Sak� ou Alcool de riz;0;16,1;16,1;16,1;60000;alcool_g
1026;Sak� ou Alcool de riz;0;0;0;0;65000;acides_organiques_g
1026;Sak� ou Alcool de riz;0;0;0;0;75100;cholesterol_mg
2006;Jus de carotte, pur jus;1;163;163;163;332;nrj_kj
2006;Jus de carotte, pur jus;1;38,2;38,2;38,2;333;nrj_kcal
2006;Jus de carotte, pur jus;0;88,9;88,9;88,9;400;eau_g
2006;Jus de carotte, pur jus;0;0,1;0,1;0,1;10004;sel_g
2006;Jus de carotte, pur jus;0;42,5;42,5;42,5;10110;sodium_mg
2006;Jus de carotte, pur jus;0;8,75;8,75;8,75;10120;magnesium_mg
2006;Jus de carotte, pur jus;0;25,6;25,6;25,6;10150;phosphore_mg
2006;Jus de carotte, pur jus;0;210;210;210;10190;potassium_mg
2006;Jus de carotte, pur jus;0;13,6;13,6;13,6;10200;calcium_mg
2006;Jus de carotte, pur jus;0;0,071;0,071;0,071;10251;manganese_mg
2006;Jus de carotte, pur jus;0;0,46;0,46;0,46;10260;fer_mg
2006;Jus de carotte, pur jus;0;0,051;0,051;0,051;10290;cuivre_mg
2006;Jus de carotte, pur jus;0;0,086;0,086;0,086;10300;zinc_mg
2006;Jus de carotte, pur jus;0;0;2,2;1,1;10340;selenium_mcg
2006;Jus de carotte, pur jus;0;2;2;2;10530;iode_mcg
2006;Jus de carotte, pur jus;0;0,4;0,4;0,4;25000;proteines_g
2006;Jus de carotte, pur jus;0;6,55;6,55;6,55;31000;glucides_g
2006;Jus de carotte, pur jus;0;5,95;5,95;5,95;32000;sucres_g
2006;Jus de carotte, pur jus;0;1,31;1,31;1,31;32210;fructose_g
2006;Jus de carotte, pur jus;1;0;0;0;32220;galactose_g
2006;Jus de carotte, pur jus;0;1,38;1,38;1,38;32250;glucose_g
2006;Jus de carotte, pur jus;1;0;0,15;0,075;32410;lactose_g
2006;Jus de carotte, pur jus;1;0;0,15;0,063;32430;maltose_g
2006;Jus de carotte, pur jus;0;3,06;3,06;3,06;32480;saccharose_g
2006;Jus de carotte, pur jus;0;0;0;0;33110;amidon_g
2006;Jus de carotte, pur jus;1;0;0;0;34000;polyols_g
2006;Jus de carotte, pur jus;0;0,33;0,33;0,33;34100;fibres_g
2006;Jus de carotte, pur jus;0;0,1;0,1;0,1;40000;lipides_g
2006;Jus de carotte, pur jus;0;0,037;0,037;0,037;40302;ags_g
2006;Jus de carotte, pur jus;0;0,0025;0,0025;0,0025;40303;agmi_g
2006;Jus de carotte, pur jus;0;0,041;0,041;0,041;40304;agpi_g
2006;Jus de carotte, pur jus;0;0;0;0;40400;ag_04_0_g
2006;Jus de carotte, pur jus;0;0;0;0;40600;ag_06_0_g
2006;Jus de carotte, pur jus;0;0;0;0;40800;ag_08_0_g
2006;Jus de carotte, pur jus;0;0;0;0;41000;ag_10_0_g
2006;Jus de carotte, pur jus;0;0,002;0,002;0,002;41200;ag_12_0_g
2006;Jus de carotte, pur jus;0;0,001;0,001;0,001;41400;ag_14_0_g
2006;Jus de carotte, pur jus;0;0,023;0,023;0,023;41600;ag_16_0_g
2006;Jus de carotte, pur jus;0;0,0015;0,0015;0,0015;41800;ag_18_0_g
2006;Jus de carotte, pur jus;0;0,002;0,002;0,002;41819;ag_18_1_ole_g
2006;Jus de carotte, pur jus;0;0,036;0,036;0,036;41826;ag_18_2_lino_g
2006;Jus de carotte, pur jus;0;0,0052;0,0052;0,0052;41833;ag_18_3_a_lino_g
2006;Jus de carotte, pur jus;0;0;0;0;42046;ag_20_4_ara_g
2006;Jus de carotte, pur jus;0;0;0;0;42053;ag_20_5_epa_g
2006;Jus de carotte, pur jus;0;0;0;0;42263;ag_20_6_dha_g
